indicator_id,theme,source_sheet,pathway,year,value,unit,method_note,value_rounded
neso_electric_vehicle_stock,Road transport electrification,ED5,Holistic Transition,2050,39.355685,million vehicles,Total electric vehicle stock across vehicle classes; converted from number of vehicles to million vehicles.,39.36
neso_electric_vehicle_stock,Road transport electrification,ED5,Hydrogen Evolution,2030,11.148671,million vehicles,Total electric vehicle stock across vehicle classes; converted from number of vehicles to million vehicles.,11.15
neso_electric_vehicle_stock,Road transport electrification,ED5,Hydrogen Evolution,2035,25.993655999999998,million vehicles,Total electric vehicle stock across vehicle classes; converted from number of vehicles to million vehicles.,25.99
neso_electric_vehicle_stock,Road transport electrification,ED5,Hydrogen Evolution,2040,38.265845,million vehicles,Total electric vehicle stock across vehicle classes; converted from number of vehicles to million vehicles.,38.27
neso_electric_vehicle_stock,Road transport electrification,ED5,Hydrogen Evolution,2050,43.593689,million vehicles,Total electric vehicle stock across vehicle classes; converted from number of vehicles to million vehicles.,43.59
neso_electric_vehicle_stock,Road transport electrification,ED5,Ten Year Forecast,2030,9.041126,million vehicles,Total electric vehicle stock across vehicle classes; converted from number of vehicles to million vehicles.,9.04
neso_electric_vehicle_stock,Road transport electrification,ED5,Ten Year Forecast,2035,20.184278,million vehicles,Total electric vehicle stock across vehicle classes; converted from number of vehicles to million vehicles.,20.18
neso_electric_vehicle_stock,Road transport electrification,ED5,Ten Year Forecast,2040,,million vehicles,Total electric vehicle stock across vehicle classes; converted from number of vehicles to million vehicles.,
neso_electric_vehicle_stock,Road transport electrification,ED5,Ten Year Forecast,2050,,million vehicles,Total electric vehicle stock across vehicle classes; converted from number of vehicles to million vehicles.,
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Electric Engagement,2030,8.066,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",8.07
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Electric Engagement,2035,20.471,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",20.47
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Electric Engagement,2040,36.482,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",36.48
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Electric Engagement,2050,59.601,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",59.6
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Falling Behind,2030,5.736,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",5.74
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Falling Behind,2035,12.293,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",12.29
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Falling Behind,2040,19.079,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",19.08
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Falling Behind,2050,30.938000000000002,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",30.94
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Holistic Transition,2030,7.617999999999999,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",7.62
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Holistic Transition,2035,20.07,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",20.07
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Holistic Transition,2040,34.742,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",34.74
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Holistic Transition,2050,54.778999999999996,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",54.78
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Hydrogen Evolution,2030,8.155,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",8.15
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Hydrogen Evolution,2035,19.359,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",19.36
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Hydrogen Evolution,2040,31.04,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",31.04
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Hydrogen Evolution,2050,49.076,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",49.08
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Ten Year Forecast,2030,6.444,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",6.44
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Ten Year Forecast,2035,13.858,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",13.86
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Ten Year Forecast,2040,,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",
neso_heat_pump_electricity_demand,Buildings and heat electrification,ED7,Ten Year Forecast,2050,,TWh,"Annual ASHP + GSHP electricity demand summed across residential, commercial and industrial sectors.",
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Electric Engagement,2030,0.0,GW,Dispatchable electricity supply capacity for hydrogen generation.,0.0
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Electric Engagement,2035,0.99582475,GW,Dispatchable electricity supply capacity for hydrogen generation.,1.0
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Electric Engagement,2040,8.598139699999999,GW,Dispatchable electricity supply capacity for hydrogen generation.,8.6
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Electric Engagement,2050,27.5201275,GW,Dispatchable electricity supply capacity for hydrogen generation.,27.52
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Falling Behind,2030,0.0,GW,Dispatchable electricity supply capacity for hydrogen generation.,0.0
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Falling Behind,2035,0.0,GW,Dispatchable electricity supply capacity for hydrogen generation.,0.0
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Falling Behind,2040,0.0,GW,Dispatchable electricity supply capacity for hydrogen generation.,0.0
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Falling Behind,2050,0.0,GW,Dispatchable electricity supply capacity for hydrogen generation.,0.0
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Holistic Transition,2030,0.1446808,GW,Dispatchable electricity supply capacity for hydrogen generation.,0.14
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Holistic Transition,2035,2.5673820000000003,GW,Dispatchable electricity supply capacity for hydrogen generation.,2.57
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Holistic Transition,2040,5.847551900000001,GW,Dispatchable electricity supply capacity for hydrogen generation.,5.85
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Holistic Transition,2050,26.0818942,GW,Dispatchable electricity supply capacity for hydrogen generation.,26.08
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Hydrogen Evolution,2030,0.04733801,GW,Dispatchable electricity supply capacity for hydrogen generation.,0.05
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Hydrogen Evolution,2035,7.071530200000001,GW,Dispatchable electricity supply capacity for hydrogen generation.,7.07
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Hydrogen Evolution,2040,17.818042000000002,GW,Dispatchable electricity supply capacity for hydrogen generation.,17.82
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Hydrogen Evolution,2050,29.963227,GW,Dispatchable electricity supply capacity for hydrogen generation.,29.96
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Ten Year Forecast,2030,0.0,GW,Dispatchable electricity supply capacity for hydrogen generation.,0.0
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Ten Year Forecast,2035,0.382,GW,Dispatchable electricity supply capacity for hydrogen generation.,0.38
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Ten Year Forecast,2040,,GW,Dispatchable electricity supply capacity for hydrogen generation.,
neso_hydrogen_dispatchable_capacity,Hydrogen and dispatchable power,FLX1,Ten Year Forecast,2050,,GW,Dispatchable electricity supply capacity for hydrogen generation.,
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Electric Engagement,2030,15.56940304,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,15.57
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Electric Engagement,2035,9.862779391,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,9.86
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Electric Engagement,2040,2.088071412,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,2.09
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Electric Engagement,2050,1.464933214,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,1.46
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Falling Behind,2030,79.85683941,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,79.86
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Falling Behind,2035,31.03112778,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,31.03
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Falling Behind,2040,31.37559087,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,31.38
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Falling Behind,2050,30.91350409,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,30.91
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Holistic Transition,2030,14.2997328,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,14.3
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Holistic Transition,2035,5.642311479,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,5.64
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Holistic Transition,2040,1.960131607,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,1.96
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Holistic Transition,2050,1.22780844,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,1.23
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Hydrogen Evolution,2030,24.01062919,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,24.01
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Hydrogen Evolution,2035,5.181413551,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,5.18
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Hydrogen Evolution,2040,2.642844074,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,2.64
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Hydrogen Evolution,2050,4.315329826,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,4.32
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Ten Year Forecast,2030,49.40676939,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,49.41
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Ten Year Forecast,2035,30.18508039,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,30.19
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Ten Year Forecast,2040,,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,
neso_power_intensity_excluding_beccs,Power-sector decarbonisation,ES1,Ten Year Forecast,2050,,gCO2/kWh,CO2 intensity of generation excluding BECCS. This is easier to interpret than net intensity when BECCS produces negative values.,
neso_storage_connection_capacity,System flexibility,FLX1,Electric Engagement,2030,29.010382,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",29.01
neso_storage_connection_capacity,System flexibility,FLX1,Electric Engagement,2035,41.175346000000005,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",41.18
neso_storage_connection_capacity,System flexibility,FLX1,Electric Engagement,2040,48.184282,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",48.18
neso_storage_connection_capacity,System flexibility,FLX1,Electric Engagement,2050,57.023014,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",57.02
neso_storage_connection_capacity,System flexibility,FLX1,Falling Behind,2030,22.9017575,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",22.9
neso_storage_connection_capacity,System flexibility,FLX1,Falling Behind,2035,25.857998900000002,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",25.86
neso_storage_connection_capacity,System flexibility,FLX1,Falling Behind,2040,28.6203586,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",28.62
neso_storage_connection_capacity,System flexibility,FLX1,Falling Behind,2050,30.69427,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",30.69
neso_storage_connection_capacity,System flexibility,FLX1,Holistic Transition,2030,28.4714407,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",28.47
neso_storage_connection_capacity,System flexibility,FLX1,Holistic Transition,2035,40.338295,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",40.34
neso_storage_connection_capacity,System flexibility,FLX1,Holistic Transition,2040,48.650301,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",48.65
neso_storage_connection_capacity,System flexibility,FLX1,Holistic Transition,2050,55.845479,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",55.85
neso_storage_connection_capacity,System flexibility,FLX1,Hydrogen Evolution,2030,23.5219847,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",23.52
neso_storage_connection_capacity,System flexibility,FLX1,Hydrogen Evolution,2035,32.2165468,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",32.22
neso_storage_connection_capacity,System flexibility,FLX1,Hydrogen Evolution,2040,37.461330000000004,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",37.46
neso_storage_connection_capacity,System flexibility,FLX1,Hydrogen Evolution,2050,44.386731,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",44.39
neso_storage_connection_capacity,System flexibility,FLX1,Ten Year Forecast,2030,27.398446900000003,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",27.4
neso_storage_connection_capacity,System flexibility,FLX1,Ten Year Forecast,2035,37.088745,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",37.09
neso_storage_connection_capacity,System flexibility,FLX1,Ten Year Forecast,2040,,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",
neso_storage_connection_capacity,System flexibility,FLX1,Ten Year Forecast,2050,,GW,"Electricity storage connection capacity, total excluding vehicle-to-grid.",
neso_total_electricity_demand,Electricity demand,ED1,Electric Engagement,2030,344.803,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",344.8
neso_total_electricity_demand,Electricity demand,ED1,Electric Engagement,2035,450.076,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",450.08
neso_total_electricity_demand,Electricity demand,ED1,Electric Engagement,2040,616.965,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",616.96
neso_total_electricity_demand,Electricity demand,ED1,Electric Engagement,2050,784.736,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",784.74
neso_total_electricity_demand,Electricity demand,ED1,Falling Behind,2030,323.698,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",323.7
neso_total_electricity_demand,Electricity demand,ED1,Falling Behind,2035,372.906,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",372.91
neso_total_electricity_demand,Electricity demand,ED1,Falling Behind,2040,433.613,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",433.61
neso_total_electricity_demand,Electricity demand,ED1,Falling Behind,2050,558.75,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",558.75
neso_total_electricity_demand,Electricity demand,ED1,Holistic Transition,2030,339.295,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",339.3
neso_total_electricity_demand,Electricity demand,ED1,Holistic Transition,2035,433.422,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",433.42
neso_total_electricity_demand,Electricity demand,ED1,Holistic Transition,2040,563.928,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",563.93
neso_total_electricity_demand,Electricity demand,ED1,Holistic Transition,2050,705.2230000000001,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",705.22
neso_total_electricity_demand,Electricity demand,ED1,Hydrogen Evolution,2030,334.918,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",334.92
neso_total_electricity_demand,Electricity demand,ED1,Hydrogen Evolution,2035,464.34700000000004,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",464.35
neso_total_electricity_demand,Electricity demand,ED1,Hydrogen Evolution,2040,594.439,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",594.44
neso_total_electricity_demand,Electricity demand,ED1,Hydrogen Evolution,2050,797.12,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",797.12
neso_total_electricity_demand,Electricity demand,ED1,Ten Year Forecast,2030,330.877,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",330.88
neso_total_electricity_demand,Electricity demand,ED1,Ten Year Forecast,2035,396.764,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",396.76
neso_total_electricity_demand,Electricity demand,ED1,Ten Year Forecast,2040,,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",
neso_total_electricity_demand,Electricity demand,ED1,Ten Year Forecast,2050,,TWh,"GBFES System Demand: Total, annual fiscal demand; converted from GWh to TWh.",
neso_total_emissions,Emissions,WS2,Electric Engagement,2030,307.56661543789045,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",307.57
neso_total_emissions,Emissions,WS2,Electric Engagement,2035,192.1302062145837,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",192.13
neso_total_emissions,Emissions,WS2,Electric Engagement,2040,103.66194666905811,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",103.66
neso_total_emissions,Emissions,WS2,Electric Engagement,2050,-1.933207016434831,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",-1.93
neso_total_emissions,Emissions,WS2,Falling Behind,2030,370.3230348061266,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",370.32
neso_total_emissions,Emissions,WS2,Falling Behind,2035,306.4901654912034,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",306.49
neso_total_emissions,Emissions,WS2,Falling Behind,2040,260.13130657908596,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",260.13
neso_total_emissions,Emissions,WS2,Falling Behind,2050,187.0019736209977,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",187.0
neso_total_emissions,Emissions,WS2,Holistic Transition,2030,295.7046580790213,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",295.7
neso_total_emissions,Emissions,WS2,Holistic Transition,2035,184.774510699065,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",184.77
neso_total_emissions,Emissions,WS2,Holistic Transition,2040,101.02458778777155,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",101.02
neso_total_emissions,Emissions,WS2,Holistic Transition,2050,-5.5139002384095255,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",-5.51
neso_total_emissions,Emissions,WS2,Hydrogen Evolution,2030,307.43407586774765,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",307.43
neso_total_emissions,Emissions,WS2,Hydrogen Evolution,2035,203.66363558960913,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",203.66
neso_total_emissions,Emissions,WS2,Hydrogen Evolution,2040,118.27140610357004,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",118.27
neso_total_emissions,Emissions,WS2,Hydrogen Evolution,2050,-0.0484816822259555,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",-0.05
neso_total_emissions,Emissions,WS2,Ten Year Forecast,2030,341.59469901319903,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",341.59
neso_total_emissions,Emissions,WS2,Ten Year Forecast,2035,273.79267470564514,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",273.79
neso_total_emissions,Emissions,WS2,Ten Year Forecast,2040,,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",
neso_total_emissions,Emissions,WS2,Ten Year Forecast,2050,,MtCO2e,"Sum of WS2 sector rows by pathway, including removals/offset categories where present. Used as supporting external pathway context, not as the main CCC benchmark.",
