scenario,country,sector,variable,variable_unit,year,emissions_MtCO2e
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2030,33.49469016774837
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2031,32.51765107111196
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2032,31.98026143205675
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2033,31.54017292637023
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2034,31.15116485647634
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2035,30.13455308348728
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2036,30.04547641932908
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2037,29.96476684818071
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2038,29.6612303597675
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2039,29.71971799127217
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2040,29.53945662930248
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2041,28.80931109424303
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2042,27.91913517762153
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2043,27.45474016880508
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2044,26.90365477915237
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2045,25.94155768732015
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2046,25.44564450586888
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2047,24.74520842183633
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2048,24.16286024271848
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2049,23.54229515901582
Balanced Pathway,United Kingdom,Aviation,Emissions: direct emissions total,MtCO2e,2050,22.66831879088747
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2025,32.50725713374266
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2026,29.83790830913824
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2027,27.16855948453379
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2028,24.49921065992936
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2029,17.13942733489128
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2030,9.77964400985319
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2031,8.64235958862539
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2032,7.505075167397589
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2033,6.857106950897744
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2034,6.209138734397911
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2035,5.56117051789807
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2036,5.36878407835998
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2037,5.176397638821882
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2038,4.984011199283785
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2039,4.79162475974568
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2040,4.59923832020759
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2041,4.038111204888153
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2042,3.476984089568695
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2043,2.915856974249259
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2044,2.354729858929822
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2045,1.793602743610371
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2046,1.635284736073807
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2047,1.476966728537256
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2048,1.318648721000699
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2049,1.160330713464148
Balanced Pathway,United Kingdom,Electricity supply,Emissions: direct emissions total,MtCO2e,2050,1.002012705927584
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2025,0.0
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2026,0.0
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2027,0.0
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2028,-0.9643979340447493
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2029,-1.755099727567336
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2030,-2.553305567448123
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2031,-4.614233585412049
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2032,-6.297660768697221
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2033,-8.255352761698886
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2034,-10.24840517657726
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2035,-12.66670305124524
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2036,-14.82453375550082
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2037,-16.96959508563053
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2038,-18.29990689101437
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2039,-19.8170002283263
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2040,-21.31847322547878
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2041,-23.3603806536363
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2042,-24.6365897578559
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2043,-25.92840776551163
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2044,-27.4088423408659
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2045,-29.2800640603729
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2046,-30.40644614566979
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2047,-31.60320549491418
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2048,-32.8418440808023
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2049,-34.26090105568282
Balanced Pathway,United Kingdom,Engineered removals,Emissions: direct emissions total,MtCO2e,2050,-35.81675171465405
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2025,5.992184138976541
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2026,5.49987515953573
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2027,4.939430276864934
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2028,4.51107631084318
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2029,4.13114189742357
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2030,3.788768637298551
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2031,3.564981626836589
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2032,3.341860597545564
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2033,3.130882444229746
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2034,2.929500595938861
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2035,2.740045353486781
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2036,2.546497147413929
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2037,2.371738128016241
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2038,2.216014615178136
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2039,2.109710558104303
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2040,2.021435159293226
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2041,1.943580395713644
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2042,1.873788039986223
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2043,1.812285966634528
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2044,1.759187260546221
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2045,1.71566038820642
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2046,1.680553218076918
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2047,1.652147857014683
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2048,1.631054494371194
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2049,1.614990693343214
Balanced Pathway,United Kingdom,F-gases,Emissions: direct emissions total,MtCO2e,2050,1.602843390548949
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2025,27.38747012737875
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2026,25.16648704307143
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2027,23.01763770239653
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2028,20.87698658985336
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2029,19.28414904885196
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2030,15.80542828851179
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2031,13.44520241636156
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2032,12.0732878424896
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2033,10.6249385399822
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2034,9.533346789815631
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2035,8.45633311843103
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2036,7.322121708635922
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2037,7.045261109333568
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2038,6.823254729517927
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2039,6.369882574214284
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2040,5.363394850837672
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2041,4.078775023522082
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2042,3.049099782587264
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2043,2.608487187200478
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2044,2.542236191196464
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2045,2.491828557028061
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2046,2.420913277400111
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2047,2.336622068142592
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2048,1.855481678435615
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2049,1.817273445201907
Balanced Pathway,United Kingdom,Fuel supply,Emissions: direct emissions total,MtCO2e,2050,1.572498303812182
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2025,44.58577948677008
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2026,41.76215491141179
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2027,39.70567192073906
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2028,37.26010561856675
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2029,34.19785316556313
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2030,31.43245031291405
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2031,28.69997029599952
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2032,26.59501095792233
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2033,24.84076273628184
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2034,22.94586216257986
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2035,21.14735223607432
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2036,19.27633788073949
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2037,15.7653474545877
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2038,12.9384589438616
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2039,12.08381263593697
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2040,11.15047714637436
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2041,9.187758972035972
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2042,8.161045397245623
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2043,7.122371590722622
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2044,6.340010755308043
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2045,5.598491109906249
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2046,4.791837461554515
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2047,4.383266305448885
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2048,3.977737419529227
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2049,3.774533739035476
Balanced Pathway,United Kingdom,Industry,Emissions: direct emissions total,MtCO2e,2050,3.565474949937183
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2025,1.043563953913599
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2026,1.128506669116694
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2027,1.19417048526705
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2028,1.197875578123017
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2029,1.140368269408348
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2030,1.320406831591855
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2031,1.488189431423379
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2032,1.592811173386638
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2033,1.549485759884732
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2034,1.469967558073907
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2035,1.239961409916511
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2036,0.9286158889959726
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2037,0.375335399397434
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2038,-0.2584983062833404
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2039,-0.8836702035104498
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2040,-1.866795120989999
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2041,-3.018437153170593
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2042,-4.636490421873241
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2043,-6.388267815316084
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2044,-8.492141143497866
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2045,-10.94438372816305
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2046,-13.67162541520068
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2047,-17.05031448201614
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2048,-20.76864103890831
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2049,-25.0058632157695
Balanced Pathway,United Kingdom,Land use,Emissions: direct emissions total,MtCO2e,2050,-29.89214684268623
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2025,21.48094350551649
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2026,21.03469139056734
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2027,20.02052483095979
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2028,18.73096122570153
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2029,16.97337652872401
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2030,14.85002721082798
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2031,12.48073574073795
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2032,10.06556319120157
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2033,8.764321528167077
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2034,7.481016460676091
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2035,6.282716531422459
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2036,5.159198068312055
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2037,4.27037104956857
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2038,3.485258991400414
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2039,3.084616988100539
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2040,2.725601300192903
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2041,2.396757380530644
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2042,2.067090181027371
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2043,1.746316238018863
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2044,1.476348854334784
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2045,1.279033701672574
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2046,1.120805234918819
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2047,1.011634804286018
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2048,0.9075284666133356
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2049,0.8037869376549374
Balanced Pathway,United Kingdom,Non-residential buildings,Emissions: direct emissions total,MtCO2e,2050,0.7004053523506215
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2025,58.5240889183741
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2026,57.98458224680134
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2027,57.15107814219932
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2028,55.93586092142086
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2029,54.2924898631173
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2030,51.42126673480849
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2031,49.00569939624606
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2032,46.23426386203682
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2033,42.7130025135034
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2034,38.97592463943404
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2035,35.20489306077141
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2036,31.61538719462249
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2037,28.00675353664828
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2038,24.45162733027485
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2039,20.97904618532416
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2040,17.72798521853146
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2041,14.59821511346929
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2042,11.69248442549016
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2043,9.046997366848352
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2044,6.604867530007319
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2045,4.460749976615759
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2046,2.680610703537369
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2047,1.417459740469155
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2048,0.8712820528422185
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2049,0.6201961543040113
Balanced Pathway,United Kingdom,Residential buildings,Emissions: direct emissions total,MtCO2e,2050,0.4111569279923231
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2025,14.17867187047149
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2026,13.49385210194621
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2027,12.43295384417785
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2028,11.19846837672712
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2029,10.45910930499078
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2030,9.793091603818015
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2031,9.251667698036576
